# LQD | Yahoo (browser) | fetched 2026-08-13
date,value
2021-08-11,133.99
2021-08-12,134.18
2021-08-13,135.0800018310547
2021-08-16,135.16000366210938
2021-08-17,134.9199981689453
2021-08-18,134.8300018310547
2021-08-19,135.13999938964844
2021-08-20,135.22999572753906
2021-08-23,135.3300018310547
2021-08-24,135.02000427246094
2021-08-25,134.6699981689453
2021-08-26,134.6300048828125
2021-08-27,135.3800048828125
2021-08-30,135.61000061035156
2021-08-31,135.3000030517578
2021-09-01,135.24000549316406
2021-09-02,135.47999572753906
2021-09-03,134.99000549316406
2021-09-07,134.35000610351562
2021-09-08,134.77999877929688
2021-09-09,135.66000366210938
2021-09-10,135.27000427246094
2021-09-13,135.60000610351562
2021-09-14,136.00999450683594
2021-09-15,135.85000610351562
2021-09-16,135.66000366210938
2021-09-17,135.36000061035156
2021-09-20,135.77999877929688
2021-09-21,135.77000427246094
2021-09-22,136.14999389648438
2021-09-23,135.2100067138672
2021-09-24,134.9199981689453
2021-09-27,134.85000610351562
2021-09-28,133.41000366210938
2021-09-29,133.3800048828125
2021-09-30,133.02999877929688
2021-10-01,133.74000549316406
2021-10-04,133.52000427246094
2021-10-05,132.97000122070312
2021-10-06,133.00999450683594
2021-10-07,132.4199981689453
2021-10-08,131.80999755859375
2021-10-11,131.55999755859375
2021-10-12,132.39999389648438
2021-10-13,133.07000732421875
2021-10-14,133.6999969482422
2021-10-15,133.22000122070312
2021-10-18,133.11000061035156
2021-10-19,132.3800048828125
2021-10-20,132.05999755859375
2021-10-21,131.77999877929688
2021-10-22,132.30999755859375
2021-10-25,132.3699951171875
2021-10-26,132.94000244140625
2021-10-27,133.75
2021-10-28,133.5500030517578
2021-10-29,133.47999572753906
2021-11-01,132.97999572753906
2021-11-02,133.49000549316406
2021-11-03,133.14999389648438
2021-11-04,133.85000610351562
2021-11-05,134.8300018310547
2021-11-08,134.52000427246094
2021-11-09,134.8800048828125
2021-11-10,133.5
2021-11-11,133.1199951171875
2021-11-12,132.97999572753906
2021-11-15,131.97000122070312
2021-11-16,131.75
2021-11-17,132.27999877929688
2021-11-18,132.5800018310547
2021-11-19,133.0800018310547
2021-11-22,131.9199981689453
2021-11-23,130.97999572753906
2021-11-24,131.61000061035156
2021-11-26,132.67999267578125
2021-11-29,132.77000427246094
2021-11-30,133.05999755859375
2021-12-01,132.83999633789062
2021-12-02,133.14999389648438
2021-12-03,134.25999450683594
2021-12-06,133.5800018310547
2021-12-07,133.63999938964844
2021-12-08,132.75
2021-12-09,132.63999938964844
2021-12-10,132.7899932861328
2021-12-13,133.38999938964844
2021-12-14,132.7899932861328
2021-12-15,132.9600067138672
2021-12-16,132.6999969482422
2021-12-17,133.00999450683594
2021-12-20,132.42999267578125
2021-12-21,132.69000244140625
2021-12-22,132.89999389648438
2021-12-23,132.6999969482422
2021-12-27,133.08999633789062
2021-12-28,132.9199981689453
2021-12-29,132.19000244140625
2021-12-30,132.72000122070312
2021-12-31,132.52000427246094
2022-01-03,131.11000061035156
2022-01-04,131.22000122070312
2022-01-05,130.4499969482422
2022-01-06,130.27999877929688
2022-01-07,129.72000122070312
2022-01-10,129.60000610351562
2022-01-11,129.99000549316406
2022-01-12,129.89999389648438
2022-01-13,130.30999755859375
2022-01-14,129.16000366210938
2022-01-18,127.93000030517578
2022-01-19,128.1300048828125
2022-01-20,128.05999755859375
2022-01-21,128.89999389648438
2022-01-24,128.5
2022-01-25,128.13999938964844
2022-01-26,127.2699966430664
2022-01-27,127.55999755859375
2022-01-28,127.69999694824219
2022-01-31,127.76000213623047
2022-02-01,127.7300033569336
2022-02-02,127.73999786376953
2022-02-03,126.70999908447266
2022-02-04,125.44999694824219
2022-02-07,125.68000030517578
2022-02-08,125.20999908447266
2022-02-09,125.62999725341797
2022-02-10,123.91999816894531
2022-02-11,124.83999633789062
2022-02-14,123.7300033569336
2022-02-15,123.11000061035156
2022-02-16,123.29000091552734
2022-02-17,123.37999725341797
2022-02-18,123.68000030517578
2022-02-22,123.5199966430664
2022-02-23,122.4000015258789
2022-02-24,122.9800033569336
2022-02-25,123.4800033569336
2022-02-28,124.80000305175781
2022-03-01,124.97000122070312
2022-03-02,123.06999969482422
2022-03-03,123.5199966430664
2022-03-04,123.63999938964844
2022-03-07,122.13999938964844
2022-03-08,121.41000366210938
2022-03-09,121.62000274658203
2022-03-10,120.2300033569336
2022-03-11,120.18000030517578
2022-03-14,118.44000244140625
2022-03-15,119.37000274658203
2022-03-16,120.38999938964844
2022-03-17,121.56999969482422
2022-03-18,121.80999755859375
2022-03-21,120.12000274658203
2022-03-22,119.83000183105469
2022-03-23,120.16999816894531
2022-03-24,120.22000122070312
2022-03-25,119.2699966430664
2022-03-28,119.93000030517578
2022-03-29,120.94000244140625
2022-03-30,121.22000122070312
2022-03-31,120.94000244140625
2022-04-01,121.08999633789062
2022-04-04,121.51000213623047
2022-04-05,119.37999725341797
2022-04-06,118.68000030517578
2022-04-07,118.12999725341797
2022-04-08,117.19999694824219
2022-04-11,116.05999755859375
2022-04-12,116.13999938964844
2022-04-13,116.73999786376953
2022-04-14,115.37999725341797
2022-04-18,114.5
2022-04-19,113.58999633789062
2022-04-20,114.7699966430664
2022-04-21,113.55000305175781
2022-04-22,113.41999816894531
2022-04-25,114.68000030517578
2022-04-26,114.62000274658203
2022-04-27,113.5199966430664
2022-04-28,113.86000061035156
2022-04-29,112.5999984741211
2022-05-02,111.68000030517578
2022-05-03,112.4000015258789
2022-05-04,113.5
2022-05-05,111.76000213623047
2022-05-06,110.80999755859375
2022-05-09,111.19999694824219
2022-05-10,111.66999816894531
2022-05-11,112.19000244140625
2022-05-12,112.23999786376953
2022-05-13,111.6500015258789
2022-05-16,111.80000305175781
2022-05-17,111.16000366210938
2022-05-18,111.56999969482422
2022-05-19,111.87000274658203
2022-05-20,112.41999816894531
2022-05-23,112.0199966430664
2022-05-24,113.48999786376953
2022-05-25,114.66000366210938
