# 6857.T | Yahoo (browser) | fetched 2026-08-13
date,value
2021-08-13,2317.5
2021-08-16,2307.5
2021-08-17,2267.5
2021-08-18,2305
2021-08-19,2220
2021-08-20,2210
2021-08-23,2222.5
2021-08-24,2262.5
2021-08-25,2245
2021-08-26,2305
2021-08-27,2322.5
2021-08-30,2335
2021-08-31,2380
2021-09-01,2410
2021-09-02,2460
2021-09-03,2535
2021-09-06,2600
2021-09-07,2562.5
2021-09-08,2650
2021-09-09,2682.5
2021-09-10,2775
2021-09-13,2830
2021-09-14,2825
2021-09-15,2862.5
2021-09-16,2770
2021-09-17,2837.5
2021-09-21,2775
2021-09-22,2750
2021-09-24,2782.5
2021-09-27,2805
2021-09-28,2705
2021-09-29,2552.5
2021-09-30,2507.5
2021-10-01,2460
2021-10-04,2355
2021-10-05,2320
2021-10-06,2255
2021-10-07,2272.5
2021-10-08,2272.5
2021-10-11,2260
2021-10-12,2185
2021-10-13,2155
2021-10-14,2237.5
2021-10-15,2275
2021-10-18,2280
2021-10-19,2320
2021-10-20,2312.5
2021-10-21,2237.5
2021-10-22,2277.5
2021-10-25,2265
2021-10-26,2300
2021-10-27,2285
2021-10-28,2400
2021-10-29,2332.5
2021-11-01,2472.5
2021-11-02,2462.5
2021-11-04,2515
2021-11-05,2505
2021-11-08,2517.5
2021-11-09,2535
2021-11-10,2472.5
2021-11-11,2500
2021-11-12,2522.5
2021-11-15,2527.5
2021-11-16,2555
2021-11-17,2637.5
2021-11-18,2567.5
2021-11-19,2607.5
2021-11-22,2632.5
2021-11-24,2525
2021-11-25,2525
2021-11-26,2452.5
2021-11-29,2470
2021-11-30,2497.5
2021-12-01,2512.5
2021-12-02,2477.5
2021-12-03,2512.5
2021-12-06,2487.5
2021-12-07,2542.5
2021-12-08,2600
2021-12-09,2577.5
2021-12-10,2532.5
2021-12-13,2592.5
2021-12-14,2555
2021-12-15,2512.5
2021-12-16,2647.5
2021-12-17,2587.5
2021-12-20,2550
2021-12-21,2667.5
2021-12-22,2705
2021-12-23,2707.5
2021-12-24,2717.5
2021-12-27,2740
2021-12-28,2765
2021-12-29,2720
2021-12-30,2725
2022-01-04,2822.5
2022-01-05,2820
2022-01-06,2695
2022-01-07,2677.5
2022-01-11,2617.5
2022-01-12,2690
2022-01-13,2732.5
2022-01-14,2680
2022-01-17,2697.5
2022-01-18,2695
2022-01-19,2552.5
2022-01-20,2512.5
2022-01-21,2412.5
2022-01-24,2452.5
2022-01-25,2362.5
2022-01-26,2367.5
2022-01-27,2202.5
2022-01-28,2292.5
2022-01-31,2392.5
2022-02-01,2437.5
2022-02-02,2450
2022-02-03,2357.5
2022-02-04,2370
2022-02-07,2305
2022-02-08,2307.5
2022-02-09,2335
2022-02-10,2400
2022-02-14,2312.5
2022-02-15,2302.5
2022-02-16,2412.5
2022-02-17,2440
2022-02-18,2390
2022-02-21,2345
2022-02-22,2232.5
2022-02-24,2140
2022-02-25,2305
2022-02-28,2267.5
2022-03-01,2295
2022-03-02,2245
2022-03-03,2242.5
2022-03-04,2150
2022-03-07,2030
2022-03-08,2032.5
2022-03-09,2055
2022-03-10,2135
2022-03-11,2037.5
2022-03-14,2082.5
2022-03-15,2085
2022-03-16,2127.5
2022-03-17,2217.5
2022-03-18,2227.5
2022-03-22,2275
2022-03-23,2372.5
2022-03-24,2395
2022-03-25,2407.5
2022-03-28,2382.5
2022-03-29,2397.5
2022-03-30,2440
2022-03-31,2417.5
2022-04-01,2375
2022-04-04,2345
2022-04-05,2367.5
2022-04-06,2297.5
2022-04-07,2172.5
2022-04-08,2187.5
2022-04-11,2147.5
2022-04-12,2070
2022-04-13,2130
2022-04-14,2167.5
2022-04-15,2080
2022-04-18,2075
2022-04-19,2137.5
2022-04-20,2110
2022-04-21,2157.5
2022-04-22,2130
2022-04-25,2082.5
2022-04-26,2130
2022-04-27,2155
2022-04-28,2247.5
2022-05-02,2140
2022-05-06,2152.5
2022-05-09,2137.5
2022-05-10,2095
2022-05-11,2132.5
2022-05-12,2055
2022-05-13,2140
2022-05-16,2145
2022-05-17,2160
2022-05-18,2197.5
2022-05-19,2152.5
2022-05-20,2177.5
2022-05-23,2180
2022-05-24,2135
2022-05-25,2132.5
2022-05-26,2055
2022-05-27,2120
2022-05-30,2197.5
2022-05-31,2225
2022-06-01,2230
2022-06-02,2237.5
2022-06-03,2282.5
2022-06-06,2295
2022-06-07,2237.5
2022-06-08,2197.5
2022-06-09,2142.5
2022-06-10,2052.5
2022-06-13,1950
2022-06-14,1955
2022-06-15,1932.5
2022-06-16,1895
2022-06-17,1817.5
2022-06-20,1785
2022-06-21,1827.5
2022-06-22,1785
2022-06-23,1785
2022-06-24,1847.5
2022-06-27,1917.5
2022-06-28,1907.5
2022-06-29,1885
2022-06-30,1815
2022-07-01,1765
2022-07-04,1767.5
2022-07-05,1775
2022-07-06,1760
2022-07-07,1787.5
2022-07-08,1820
2022-07-11,1815
2022-07-12,1772.5
2022-07-13,1775
2022-07-14,1805
2022-07-15,1782.5
2022-07-19,1805
2022-07-20,1890
2022-07-21,1870
2022-07-22,1885
2022-07-25,1872.5
2022-07-26,1862.5
2022-07-27,1905
2022-07-28,1885
2022-07-29,1962.5
2022-08-01,2035
2022-08-02,2015
2022-08-03,2042.5
2022-08-04,2110
2022-08-05,2175
2022-08-08,2172.5
2022-08-09,2105
2022-08-10,2030
2022-08-12,2110
2022-08-15,2112.5
2022-08-16,2110
2022-08-17,2135
2022-08-18,2092.5
2022-08-19,2100
2022-08-22,2080
2022-08-23,2070
2022-08-24,2057.5
2022-08-25,2062.5
2022-08-26,2090
2022-08-29,2002.5
2022-08-30,2017.5
2022-08-31,2000
2022-09-01,1920
2022-09-02,1907.5
2022-09-05,1905
2022-09-06,1930
2022-09-07,1892.5
2022-09-08,1915
2022-09-09,1935
2022-09-12,1975
2022-09-13,2005
2022-09-14,1922.5
2022-09-15,1902.5
2022-09-16,1840
2022-09-20,1852.5
2022-09-21,1837.5
2022-09-22,1837.5
2022-09-26,1765
2022-09-27,1775
2022-09-28,1750
2022-09-29,1730
2022-09-30,1675
2022-10-03,1755
2022-10-04,1787.5
2022-10-05,1802.5
2022-10-06,1855
2022-10-07,1835
2022-10-11,1745
2022-10-12,1695
2022-10-13,1712.5
2022-10-14,1757.5
2022-10-17,1745
2022-10-18,1770
2022-10-19,1785
2022-10-20,1750
2022-10-21,1782.5
2022-10-24,1837.5
2022-10-25,1857.5
2022-10-26,1852.5
2022-10-27,1880
2022-10-28,1925
2022-10-31,1965
2022-11-01,1967.5
2022-11-02,1940
2022-11-04,1895
2022-11-07,1942.5
2022-11-08,2000
2022-11-09,2045
2022-11-10,2042.5
2022-11-11,2227.5
2022-11-14,2222.5
2022-11-15,2280
2022-11-16,2307.5
2022-11-17,2235
2022-11-18,2247.5
2022-11-21,2280
2022-11-22,2247.5
2022-11-24,2350
2022-11-25,2327.5
2022-11-28,2315
2022-11-29,2277.5
2022-11-30,2282.5
2022-12-01,2382.5
2022-12-02,2387.5
2022-12-05,2360
2022-12-06,2382.5
2022-12-07,2347.5
2022-12-08,2335
2022-12-09,2470
2022-12-12,2452.5
2022-12-13,2452.5
2022-12-14,2480
2022-12-15,2460
2022-12-16,2382.5
2022-12-19,2347.5
2022-12-20,2277.5
2022-12-21,2245
2022-12-22,2225
2022-12-23,2125
2022-12-26,2150
2022-12-27,2125
2022-12-28,2117.5
2022-12-29,2110
2022-12-30,2120
2023-01-04,2067.5
2023-01-05,2110
2023-01-06,2127.5
2023-01-10,2167.5
2023-01-11,2175
2023-01-12,2180
2023-01-13,2240
2023-01-16,2235
2023-01-17,2297.5
2023-01-18,2360
2023-01-19,2352.5
2023-01-20,2360
2023-01-23,2412.5
2023-01-24,2487.5
2023-01-25,2460
2023-01-26,2405
2023-01-27,2362.5
2023-01-30,2355
2023-01-31,2300
2023-02-01,2392.5
2023-02-02,2480
2023-02-03,2477.5
2023-02-06,2427.5
2023-02-07,2465
2023-02-08,2535
2023-02-09,2505
2023-02-10,2542.5
2023-02-13,2502.5
2023-02-14,2507.5
2023-02-15,2532.5
2023-02-16,2557.5
2023-02-17,2512.5
2023-02-20,2517.5
2023-02-21,2522.5
2023-02-22,2525
2023-02-24,2732.5
2023-02-27,2690
2023-02-28,2702.5
2023-03-01,2765
2023-03-02,2737.5
2023-03-03,2762.5
2023-03-06,2807.5
2023-03-07,2792.5
2023-03-08,2822.5
2023-03-09,2872.5
2023-03-10,2850
2023-03-13,2837.5
2023-03-14,2760
2023-03-15,2832.5
2023-03-16,2860
2023-03-17,2955
2023-03-20,2890
2023-03-22,2970
2023-03-23,3027.5
2023-03-24,3012.5
2023-03-27,2995
2023-03-28,2972.5
2023-03-29,2975
2023-03-30,2970
2023-03-31,3040
2023-04-03,2910
2023-04-04,2855
2023-04-05,2825
2023-04-06,2770
2023-04-07,2800
2023-04-10,2772.5
2023-04-11,2827.5
2023-04-12,2867.5
2023-04-13,2890
2023-04-14,2882.5
2023-04-17,2877.5
2023-04-18,2790
2023-04-19,2842.5
